item_id,titulo,precio,status,category_id,seller_id
525,Samsung Galaxy Np750 Book3,645,active,2,7740
526,Motorola Moto G24 Power,382,active,1,9573
527,Peabody Smartchef Pe-ct4207,283,inactive,3,9762
528,iPhone 16 Pro,424,active,1,2811
529,Samsung Galaxy A15,543,inactive,1,8646
530,Nespresso Essenza Mini D,836,inactive,3,2811
531,HP 255 G10,937,active,2,392
532,Dolce Gusto Piccolo XS,553,active,3,5719
533,Samsung Galaxy A15,730,active,1,3787
534,iPhone 16 Pro,944,inactive,1,7632
535,HP 255 G10,974,active,2,1938
536,Lenovo Ideapad Slim 3,515,active,2,9900
537,iPhone 17 Pro Max,402,inactive,1,2384
538,iPhone 17 Pro Max,539,active,1,8904
539,Dolce Gusto Piccolo XS,116,inactive,3,261
540,Dolce Gusto Genio S,262,active,3,1844
541,Dolce Gusto Genio S,266,inactive,3,2348
542,Peabody Smartchef Pe-ct4207,569,active,3,3939
543,Xiaomi Redmi Note 13 Pro,757,inactive,1,3129
544,Peabody Smartchef Pe-ct4207,891,inactive,3,8804
545,MacBook Pro 13,661,active,2,5522
546,iPhone 16 Pro,625,inactive,1,4533
547,Dolce Gusto Piccolo XS,264,inactive,3,5077
548,MacBook Pro 13,384,inactive,2,160
549,Peabody Smartchef Pe-ct4207,204,active,3,5569
550,Samsung Galaxy Np750 Book3,487,inactive,2,7932
551,Lenovo Ideapad Slim 3,428,inactive,2,8623
552, Smartchef Pe-ce5002 Automática Expreso P1,202,inactive,3,6654
553,iPhone 17 Pro Max,776,inactive,1,6541
554,Peabody Smartchef Pe-ct4207,975,active,3,3707
555,HP 255 G10,505,active,2,8397
556,Nespresso Essenza Mini D,721,inactive,3,8823
557,Dolce Gusto Genio S,668,active,3,6257
558,Lenovo Ideapad Slim 3,590,active,2,5592
559,Peabody Smartchef Pe-ct4207,482,active,3,1186
560,iPhone 17 Pro Max,862,active,1,8570
561,Dolce Gusto Piccolo XS,640,inactive,3,1646
562,Samsung Galaxy A15,989,active,1,3702
563,Samsung Galaxy A15,843,active,1,4558
564,Motorola Moto G24 Power,877,active,1,7219
565,MacBook Pro 13,343,active,2,648
566,Samsung Galaxy A15,343,active,1,2120
567, Smartchef Pe-ce5002 Automática Expreso P1,273,active,3,9596
568,Samsung Galaxy Np750 Book3,872,inactive,2,18
569,iPhone 17 Pro Max,562,inactive,1,423
570,iPhone 17 Pro Max,321,inactive,1,5508
571,Dolce Gusto Piccolo XS,505,inactive,3,4129
572,Nespresso Essenza Mini D,316,inactive,3,8307
573,Nespresso Essenza Mini D,693,active,3,1821
574,Samsung Galaxy A15,963,active,1,8190
575,Motorola Moto G24 Power,999,active,1,8441
576,iPhone 16 Pro,497,inactive,1,7375
577,iPhone 17 Pro Max,769,active,1,8441
578,Nespresso Essenza Mini D,667,inactive,3,1976
579,Lenovo Ideapad Slim 3,806,active,2,3939
580,iPhone 16 Pro,723,active,1,7058
581,Motorola Moto G24 Power,625,active,1,5152
582,HP 255 G10,641,active,2,3233
583,Dolce Gusto Piccolo XS,230,inactive,3,2830
584, Smartchef Pe-ce5002 Automática Expreso P1,288,active,3,9558
585, Smartchef Pe-ce5002 Automática Expreso P1,618,inactive,3,5814
586,Dolce Gusto Genio S,333,active,3,7755
587,Motorola Moto G24 Power,629,inactive,1,6761
588,Lenovo Ideapad Slim 3,789,active,2,2705
589,HP 255 G10,321,active,2,2334
590,Motorola Moto G24 Power,848,inactive,1,4764
591,HP 255 G10,202,active,2,9041
592,Nespresso Essenza Mini D,463,active,3,8766
593,Lenovo Ideapad Slim 3,438,inactive,2,3651
594,Lenovo Ideapad Slim 3,830,active,2,8481
595, Smartchef Pe-ce5002 Automática Expreso P1,102,inactive,3,8685
596,Motorola Moto G24 Power,436,inactive,1,8048
597, Smartchef Pe-ce5002 Automática Expreso P1,477,active,3,5104
598, Smartchef Pe-ce5002 Automática Expreso P1,760,inactive,3,9082
599,Xiaomi Redmi Note 13 Pro,236,active,1,4129
600,Dolce Gusto Genio S,496,inactive,3,3919
601,Samsung Galaxy A15,130,inactive,1,8766
602,Nespresso Essenza Mini D,404,inactive,3,8096
603,Motorola Moto G24 Power,217,inactive,1,895
604, Smartchef Pe-ce5002 Automática Expreso P1,234,active,3,5104
605,HP 255 G10,945,inactive,2,3833
606, Smartchef Pe-ce5002 Automática Expreso P1,748,active,3,3229
607,Motorola Moto G24 Power,175,active,1,4846
608,iPhone 16 Pro,383,inactive,1,8274
609,Nespresso Essenza Mini D,445,active,3,1019
610,MacBook Pro 13,765,inactive,2,6113
611,Lenovo Ideapad Slim 3,245,active,2,5569
612,Dolce Gusto Piccolo XS,472,active,3,7465
613,Xiaomi Redmi Note 13 Pro,111,active,1,9293
614,HP 255 G10,153,active,2,7262
615,Samsung Galaxy A15,748,active,1,5591
616,Lenovo Ideapad Slim 3,223,active,2,5522
617,Lenovo Ideapad Slim 3,999,inactive,2,3531
618,Lenovo Ideapad Slim 3,272,inactive,2,1197
619,HP 255 G10,629,active,2,4758
620,Lenovo Ideapad Slim 3,872,inactive,2,9920
621,Peabody Smartchef Pe-ct4207,780,active,3,4643
622, Smartchef Pe-ce5002 Automática Expreso P1,800,active,3,6523
623,iPhone 17 Pro Max,675,inactive,1,5382
624,iPhone 16 Pro,526,inactive,1,6261
625,Dolce Gusto Genio S,597,active,3,7973
626,Samsung Galaxy Np750 Book3,813,active,2,689
627,iPhone 17 Pro Max,622,inactive,1,5274
628,iPhone 16 Pro,924,inactive,1,8878
629,Lenovo Ideapad Slim 3,774,inactive,2,7489
630,Samsung Galaxy A15,980,active,1,7844
631,iPhone 17 Pro Max,645,active,1,640
632,Peabody Smartchef Pe-ct4207,960,inactive,3,587
633,Xiaomi Redmi Note 13 Pro,433,active,1,2813
634,Peabody Smartchef Pe-ct4207,228,inactive,3,9843
635,Motorola Moto G24 Power,957,active,1,230
636,Nespresso Essenza Mini D,930,active,3,9573
637,Samsung Galaxy Np750 Book3,732,inactive,2,8685
638,Xiaomi Redmi Note 13 Pro,945,active,1,8875
639,Dolce Gusto Genio S,616,active,3,2811
640,Lenovo Ideapad Slim 3,375,inactive,2,5601
641,Nespresso Essenza Mini D,111,inactive,3,9313
642,Samsung Galaxy A15,767,inactive,1,8397
643, Smartchef Pe-ce5002 Automática Expreso P1,528,active,3,4129
644,Motorola Moto G24 Power,111,inactive,1,3994
645,Dolce Gusto Piccolo XS,974,inactive,3,7664
646,Lenovo Ideapad Slim 3,754,active,2,5395
647,Lenovo Ideapad Slim 3,167,active,2,6869
648,Dolce Gusto Piccolo XS,110,active,3,2811
649,HP 255 G10,684,inactive,2,348
650,iPhone 16 Pro,664,active,1,4480
651,MacBook Pro 13,628,inactive,2,5950
652,Motorola Moto G24 Power,380,inactive,1,5274
653, Smartchef Pe-ce5002 Automática Expreso P1,557,active,3,7784
654,Lenovo Ideapad Slim 3,149,active,2,9413
655,Peabody Smartchef Pe-ct4207,924,active,3,8270
656,Lenovo Ideapad Slim 3,522,active,2,1627
657,Samsung Galaxy A15,579,inactive,1,5204
658,MacBook Pro 13,821,inactive,2,5591
659,Dolce Gusto Piccolo XS,938,active,3,4767
660,MacBook Pro 13,535,inactive,2,3949
661,Dolce Gusto Piccolo XS,231,active,3,4154
662,Lenovo Ideapad Slim 3,371,inactive,2,9112
663,Samsung Galaxy Np750 Book3,462,inactive,2,4127
664,Lenovo Ideapad Slim 3,164,inactive,2,288
665,Samsung Galaxy A15,368,active,1,1846
666, Smartchef Pe-ce5002 Automática Expreso P1,544,inactive,3,9182
667,Lenovo Ideapad Slim 3,674,inactive,2,7221
668,Samsung Galaxy Np750 Book3,536,inactive,2,698
669,Nespresso Essenza Mini D,427,inactive,3,6648
670,Samsung Galaxy A15,409,inactive,1,1063
671, Smartchef Pe-ce5002 Automática Expreso P1,560,active,3,1669
672,MacBook Pro 13,127,inactive,2,8608
673,Nespresso Essenza Mini D,585,active,3,8437
674,Xiaomi Redmi Note 13 Pro,726,active,1,1332
675,iPhone 16 Pro,584,active,1,4369
676, Smartchef Pe-ce5002 Automática Expreso P1,210,inactive,3,9313
677,Lenovo Ideapad Slim 3,185,active,2,3651
678,Nespresso Essenza Mini D,508,inactive,3,5175
679,Peabody Smartchef Pe-ct4207,236,inactive,3,1063
680,Dolce Gusto Genio S,178,active,3,4846
681, Smartchef Pe-ce5002 Automática Expreso P1,703,inactive,3,9570
682,Lenovo Ideapad Slim 3,386,inactive,2,6409
683,Dolce Gusto Piccolo XS,684,active,3,9059
684,iPhone 17 Pro Max,134,active,1,5119
685,Xiaomi Redmi Note 13 Pro,101,inactive,1,4428
686,Samsung Galaxy Np750 Book3,960,inactive,2,4267
687,Lenovo Ideapad Slim 3,157,active,2,3853
688,Samsung Galaxy Np750 Book3,166,inactive,2,1844
689,iPhone 17 Pro Max,103,active,1,2200
690,Dolce Gusto Piccolo XS,537,inactive,3,5680
691,MacBook Pro 13,539,inactive,2,1052
692,Motorola Moto G24 Power,865,active,1,367
693,Lenovo Ideapad Slim 3,246,inactive,2,9582
694,iPhone 16 Pro,826,inactive,1,1139
695,Samsung Galaxy Np750 Book3,521,active,2,86
696,Lenovo Ideapad Slim 3,222,inactive,2,6562
697,Samsung Galaxy A15,830,inactive,1,4628
698, Smartchef Pe-ce5002 Automática Expreso P1,447,active,3,3736
699,Peabody Smartchef Pe-ct4207,394,inactive,3,1846
700,Xiaomi Redmi Note 13 Pro,992,active,1,9261
701,Lenovo Ideapad Slim 3,471,inactive,2,3078
702,iPhone 16 Pro,956,active,1,2063
703,Peabody Smartchef Pe-ct4207,960,inactive,3,4744
704,iPhone 17 Pro Max,822,active,1,3815
705,Dolce Gusto Piccolo XS,461,inactive,3,5261
706, Smartchef Pe-ce5002 Automática Expreso P1,895,inactive,3,3285
707,Lenovo Ideapad Slim 3,189,inactive,2,5746
708, Smartchef Pe-ce5002 Automática Expreso P1,786,active,3,6873
709,Peabody Smartchef Pe-ct4207,226,inactive,3,6979
710,Xiaomi Redmi Note 13 Pro,370,inactive,1,8743
711, Smartchef Pe-ce5002 Automática Expreso P1,546,inactive,3,133
712,Dolce Gusto Piccolo XS,784,inactive,3,5657
713,iPhone 16 Pro,387,inactive,1,1275
714,Peabody Smartchef Pe-ct4207,637,active,3,2945
715,MacBook Pro 13,277,active,2,8608
716,HP 255 G10,823,inactive,2,3078
717,MacBook Pro 13,973,inactive,2,648
718,Dolce Gusto Genio S,822,active,3,5500
719,Peabody Smartchef Pe-ct4207,441,active,3,3910
720,Samsung Galaxy Np750 Book3,792,inactive,2,1821
721,Lenovo Ideapad Slim 3,664,active,2,6962
722,Nespresso Essenza Mini D,401,inactive,3,2348
723,iPhone 17 Pro Max,978,active,1,1976
724,iPhone 17 Pro Max,642,inactive,1,6113
725,Xiaomi Redmi Note 13 Pro,346,inactive,1,9301
726,Dolce Gusto Piccolo XS,733,active,3,4089
727,Motorola Moto G24 Power,366,active,1,6293
728,Samsung Galaxy A15,452,inactive,1,3091
729,MacBook Pro 13,158,active,2,7844
730, Smartchef Pe-ce5002 Automática Expreso P1,755,active,3,9777
731,Lenovo Ideapad Slim 3,534,inactive,2,3939
732,Peabody Smartchef Pe-ct4207,359,active,3,2134
733,HP 255 G10,326,inactive,2,7089
734,iPhone 17 Pro Max,358,active,1,230
735,Samsung Galaxy A15,137,inactive,1,8687
736,Motorola Moto G24 Power,812,active,1,6873
737,Motorola Moto G24 Power,163,active,1,4643
738,iPhone 16 Pro,348,inactive,1,8623
739,MacBook Pro 13,583,inactive,2,7375
740,Samsung Galaxy A15,472,active,1,8703
741, Smartchef Pe-ce5002 Automática Expreso P1,831,inactive,3,481
742,Dolce Gusto Genio S,595,inactive,3,4763
743,Dolce Gusto Piccolo XS,431,inactive,3,7710
744,MacBook Pro 13,446,inactive,2,4156
745,Lenovo Ideapad Slim 3,546,inactive,2,2475
746,Samsung Galaxy Np750 Book3,984,active,2,3541
747,Samsung Galaxy A15,402,active,1,8518
748,Lenovo Ideapad Slim 3,195,inactive,2,18
749,Samsung Galaxy A15,863,inactive,1,6863
750,MacBook Pro 13,472,inactive,2,3418
751,Samsung Galaxy Np750 Book3,813,active,2,951
752,Samsung Galaxy A15,643,active,1,8386
753,iPhone 16 Pro,618,inactive,1,7965
754,Motorola Moto G24 Power,190,inactive,1,5119
755,Lenovo Ideapad Slim 3,535,active,2,698
756,MacBook Pro 13,745,active,2,4506
757,Samsung Galaxy Np750 Book3,683,inactive,2,4794
758,Lenovo Ideapad Slim 3,711,inactive,2,6471
759,Lenovo Ideapad Slim 3,853,active,2,3888
760,Peabody Smartchef Pe-ct4207,327,active,3,8196
761,Dolce Gusto Genio S,213,active,3,1802
762,Peabody Smartchef Pe-ct4207,120,active,3,3129
763,MacBook Pro 13,944,inactive,2,1270
764,Motorola Moto G24 Power,310,active,1,8904
765,Lenovo Ideapad Slim 3,541,inactive,2,9006
766,Lenovo Ideapad Slim 3,469,active,2,4506
767,Dolce Gusto Genio S,639,active,3,9322
768,Xiaomi Redmi Note 13 Pro,389,active,1,2065
769,Lenovo Ideapad Slim 3,613,inactive,2,7219
770,Samsung Galaxy A15,376,active,1,4763
771,Dolce Gusto Genio S,991,active,3,3066
772,Xiaomi Redmi Note 13 Pro,284,inactive,1,1916
773,Motorola Moto G24 Power,720,active,1,7058
774,Dolce Gusto Piccolo XS,976,inactive,3,291
775,Dolce Gusto Piccolo XS,497,active,3,4267
776,Dolce Gusto Genio S,250,inactive,3,3813
777,Lenovo Ideapad Slim 3,577,inactive,2,5200
778,Nespresso Essenza Mini D,418,active,3,9991
779,Samsung Galaxy Np750 Book3,822,active,2,8703
780,Peabody Smartchef Pe-ct4207,522,inactive,3,41
781,Lenovo Ideapad Slim 3,675,active,2,6130
782,Lenovo Ideapad Slim 3,570,active,2,9793
783,Dolce Gusto Genio S,270,active,3,2599
784,Samsung Galaxy A15,257,inactive,1,3423
785,HP 255 G10,639,inactive,2,3651
786,Dolce Gusto Genio S,336,inactive,3,7828
787,Dolce Gusto Genio S,570,inactive,3,6293
788,iPhone 17 Pro Max,690,inactive,1,7501
789,iPhone 17 Pro Max,832,active,1,6979
790,HP 255 G10,210,active,2,6409
791,Xiaomi Redmi Note 13 Pro,943,active,1,9900
792,Dolce Gusto Piccolo XS,365,inactive,3,3149
793,Samsung Galaxy Np750 Book3,284,active,2,1959
794,Motorola Moto G24 Power,164,inactive,1,8918
795,MacBook Pro 13,101,inactive,2,3239
796,Peabody Smartchef Pe-ct4207,718,inactive,3,8048
797,Peabody Smartchef Pe-ct4207,272,active,3,951
798,Xiaomi Redmi Note 13 Pro,280,inactive,1,640
799,iPhone 16 Pro,119,inactive,1,3910
800,Motorola Moto G24 Power,127,inactive,1,7937
801,Peabody Smartchef Pe-ct4207,820,active,3,3910
802,Dolce Gusto Genio S,237,active,3,9059
803,HP 255 G10,699,inactive,2,3789
804,Motorola Moto G24 Power,579,active,1,5119
805,Dolce Gusto Piccolo XS,473,active,3,4767
806,Samsung Galaxy Np750 Book3,390,active,2,8646
807,Samsung Galaxy Np750 Book3,184,inactive,2,576
808,Peabody Smartchef Pe-ct4207,966,active,3,7719
809,Lenovo Ideapad Slim 3,761,active,2,6962
810,Peabody Smartchef Pe-ct4207,935,active,3,7493
811,Samsung Galaxy Np750 Book3,907,active,2,8703
812,Dolce Gusto Genio S,379,inactive,3,6188
813,Xiaomi Redmi Note 13 Pro,229,inactive,1,344
814, Smartchef Pe-ce5002 Automática Expreso P1,643,active,3,5204
815,Motorola Moto G24 Power,979,inactive,1,6523
816,Samsung Galaxy A15,500,inactive,1,481
817,iPhone 16 Pro,651,active,1,1587
818,Samsung Galaxy Np750 Book3,622,inactive,2,1976
819,Peabody Smartchef Pe-ct4207,646,active,3,7932
820,iPhone 17 Pro Max,568,inactive,1,4089
821, Smartchef Pe-ce5002 Automática Expreso P1,555,active,3,6243
822,Motorola Moto G24 Power,976,active,1,6864
823,Dolce Gusto Genio S,535,inactive,3,2231
824,Motorola Moto G24 Power,605,inactive,1,3651
825,Peabody Smartchef Pe-ct4207,502,active,3,2211
826,iPhone 17 Pro Max,116,active,1,7719
827,Xiaomi Redmi Note 13 Pro,969,inactive,1,7814
828,Samsung Galaxy Np750 Book3,680,inactive,2,4940
829,Dolce Gusto Piccolo XS,611,inactive,3,6873
830,MacBook Pro 13,513,active,2,1505
831,Peabody Smartchef Pe-ct4207,223,active,3,8397
832,Motorola Moto G24 Power,151,inactive,1,4303
833,HP 255 G10,471,inactive,2,7489
834,Samsung Galaxy A15,956,active,1,1384
835,iPhone 17 Pro Max,780,inactive,1,2250
836,Peabody Smartchef Pe-ct4207,138,active,3,8093
837,Samsung Galaxy Np750 Book3,503,inactive,2,7513
838,Peabody Smartchef Pe-ct4207,608,inactive,3,5412
839,Peabody Smartchef Pe-ct4207,993,active,3,271
840,Dolce Gusto Piccolo XS,267,active,3,5746
841,Motorola Moto G24 Power,410,inactive,1,3423
842,Nespresso Essenza Mini D,393,inactive,3,1802
843,Dolce Gusto Genio S,811,active,3,3853
844,Dolce Gusto Piccolo XS,458,active,3,648
845,Dolce Gusto Genio S,648,inactive,3,6243
846,iPhone 17 Pro Max,997,active,1,7282
847,Samsung Galaxy Np750 Book3,735,inactive,2,4369
848,Dolce Gusto Genio S,865,active,3,9843
849,Samsung Galaxy A15,390,inactive,1,7758
850,Nespresso Essenza Mini D,145,active,3,3485
851,Dolce Gusto Genio S,829,inactive,3,288
852,Samsung Galaxy A15,494,active,1,3422
853,Lenovo Ideapad Slim 3,302,active,2,423
854,Xiaomi Redmi Note 13 Pro,743,active,1,1069
855,Motorola Moto G24 Power,789,inactive,1,5261
856,Xiaomi Redmi Note 13 Pro,726,active,1,6541
857,Samsung Galaxy Np750 Book3,523,active,2,576
858,Nespresso Essenza Mini D,442,inactive,3,4966
859,iPhone 17 Pro Max,340,inactive,1,4212
860,MacBook Pro 13,815,inactive,2,8835
861,MacBook Pro 13,383,inactive,2,8835
862,Lenovo Ideapad Slim 3,616,inactive,2,3354
863,Dolce Gusto Piccolo XS,704,inactive,3,8875
864,iPhone 17 Pro Max,858,active,1,7318
865,HP 255 G10,377,inactive,2,3129
866,Nespresso Essenza Mini D,768,inactive,3,6382
867,iPhone 16 Pro,843,active,1,3837
868,Lenovo Ideapad Slim 3,424,inactive,2,5077
869,Samsung Galaxy A15,816,inactive,1,2211
870,Xiaomi Redmi Note 13 Pro,493,active,1,5017
871,Xiaomi Redmi Note 13 Pro,188,active,1,6654
872,Lenovo Ideapad Slim 3,156,active,2,8048
873,iPhone 17 Pro Max,121,inactive,1,2707
874,Dolce Gusto Genio S,637,inactive,3,317
875,Lenovo Ideapad Slim 3,255,inactive,2,2599
876,Samsung Galaxy Np750 Book3,213,active,2,3354
877,Motorola Moto G24 Power,449,inactive,1,3616
878,Nespresso Essenza Mini D,122,inactive,3,4794
879,Peabody Smartchef Pe-ct4207,308,active,3,291
880,Lenovo Ideapad Slim 3,263,inactive,2,1177
881,iPhone 17 Pro Max,189,inactive,1,8939
882,MacBook Pro 13,863,inactive,2,5680
883,iPhone 17 Pro Max,189,active,1,3354
884,Xiaomi Redmi Note 13 Pro,161,active,1,9906
885,Dolce Gusto Piccolo XS,698,inactive,3,8745
886,Dolce Gusto Piccolo XS,632,active,3,4758
887,Lenovo Ideapad Slim 3,581,active,2,9777
888,Motorola Moto G24 Power,272,inactive,1,1197
889,Samsung Galaxy Np750 Book3,511,inactive,2,18
890,Lenovo Ideapad Slim 3,477,active,2,3418
891,Samsung Galaxy A15,166,inactive,1,160
892,iPhone 16 Pro,554,active,1,1332
893,Nespresso Essenza Mini D,150,inactive,3,2640
894,Nespresso Essenza Mini D,822,active,3,3543
895,Samsung Galaxy A15,807,inactive,1,7325
896, Smartchef Pe-ce5002 Automática Expreso P1,331,inactive,3,5983
897,Samsung Galaxy A15,650,active,1,4263
898,Motorola Moto G24 Power,106,inactive,1,5152
899,Samsung Galaxy A15,718,active,1,2811
900,iPhone 16 Pro,910,inactive,1,3354
901,Lenovo Ideapad Slim 3,683,active,2,889
902,iPhone 16 Pro,884,inactive,1,5983
903,iPhone 17 Pro Max,624,inactive,1,8377
904,Dolce Gusto Piccolo XS,478,inactive,3,4303
905,Lenovo Ideapad Slim 3,591,active,2,5261
906,Motorola Moto G24 Power,313,active,1,1646
907,Xiaomi Redmi Note 13 Pro,445,inactive,1,2120
908,Motorola Moto G24 Power,246,inactive,1,1092
909, Smartchef Pe-ce5002 Automática Expreso P1,460,active,3,8879
910,iPhone 16 Pro,728,inactive,1,8685
911,iPhone 16 Pro,807,inactive,1,7765
912,HP 255 G10,843,active,2,5278
913,Nespresso Essenza Mini D,186,active,3,1052
914,iPhone 16 Pro,242,active,1,133
915, Smartchef Pe-ce5002 Automática Expreso P1,459,inactive,3,7169
916,MacBook Pro 13,102,inactive,2,9877
917, Smartchef Pe-ce5002 Automática Expreso P1,610,inactive,3,1092
918,Xiaomi Redmi Note 13 Pro,516,active,1,648
919,Xiaomi Redmi Note 13 Pro,683,inactive,1,6480
920,Nespresso Essenza Mini D,462,inactive,3,9041
921,Samsung Galaxy A15,706,inactive,1,9573
922, Smartchef Pe-ce5002 Automática Expreso P1,267,inactive,3,1585
923,Samsung Galaxy A15,832,inactive,1,3939
924, Smartchef Pe-ce5002 Automática Expreso P1,492,inactive,3,7867
925,Nespresso Essenza Mini D,604,inactive,3,7740
926,Motorola Moto G24 Power,755,active,1,4794
927,iPhone 16 Pro,727,active,1,6744
928, Smartchef Pe-ce5002 Automática Expreso P1,219,active,3,942
929,iPhone 17 Pro Max,725,active,1,2231
930,MacBook Pro 13,249,active,2,3233
931,HP 255 G10,281,active,2,8092
932,Dolce Gusto Piccolo XS,350,inactive,3,5803
933,Peabody Smartchef Pe-ct4207,423,active,3,2926
934,Motorola Moto G24 Power,655,active,1,1559
935,Peabody Smartchef Pe-ct4207,633,inactive,3,9924
936,HP 255 G10,925,active,2,1695
937,iPhone 16 Pro,513,active,1,5556
938,Peabody Smartchef Pe-ct4207,888,active,3,960
939,Lenovo Ideapad Slim 3,278,inactive,2,9554
940,Peabody Smartchef Pe-ct4207,782,active,3,5057
941,Lenovo Ideapad Slim 3,527,active,2,3888
942,MacBook Pro 13,180,active,2,2897
943, Smartchef Pe-ce5002 Automática Expreso P1,449,inactive,3,1959
944,iPhone 16 Pro,599,active,1,8048
945,Samsung Galaxy A15,571,inactive,1,9570
946,Peabody Smartchef Pe-ct4207,165,active,3,1275
947,Peabody Smartchef Pe-ct4207,745,inactive,3,9322
948,Nespresso Essenza Mini D,294,inactive,3,3939
949,Samsung Galaxy Np750 Book3,727,inactive,2,1627
950,HP 255 G10,520,inactive,2,5119
951,HP 255 G10,212,inactive,2,3149
952,Xiaomi Redmi Note 13 Pro,398,inactive,1,6442
953,Peabody Smartchef Pe-ct4207,758,inactive,3,8603
954,iPhone 16 Pro,380,active,1,8875
955,MacBook Pro 13,827,inactive,2,261
956,Nespresso Essenza Mini D,444,active,3,288
957,Nespresso Essenza Mini D,711,active,3,2211
958,Motorola Moto G24 Power,865,inactive,1,5761
959,Lenovo Ideapad Slim 3,781,inactive,2,8768
960,iPhone 17 Pro Max,847,inactive,1,7169
961,Motorola Moto G24 Power,196,active,1,2705
962,Dolce Gusto Piccolo XS,475,inactive,3,9403
963,MacBook Pro 13,739,active,2,7937
964,iPhone 16 Pro,574,inactive,1,2231
965, Smartchef Pe-ce5002 Automática Expreso P1,983,inactive,3,6962
966,Motorola Moto G24 Power,942,inactive,1,9556
967,iPhone 16 Pro,864,active,1,3939
968,Peabody Smartchef Pe-ct4207,573,active,3,6744
969,iPhone 17 Pro Max,693,inactive,1,4940
970,iPhone 17 Pro Max,999,inactive,1,7960
971,Lenovo Ideapad Slim 3,245,active,2,3543
972,Samsung Galaxy Np750 Book3,930,inactive,2,7375
973,MacBook Pro 13,809,active,2,300
974, Smartchef Pe-ce5002 Automática Expreso P1,118,inactive,3,3888
975, Smartchef Pe-ce5002 Automática Expreso P1,397,active,3,2231
976,Samsung Galaxy A15,395,inactive,1,806
977,Dolce Gusto Genio S,836,inactive,3,3707
978,Samsung Galaxy Np750 Book3,579,inactive,2,7221
979,Dolce Gusto Genio S,789,inactive,3,6889
980,Lenovo Ideapad Slim 3,435,active,2,8241
981,Samsung Galaxy Np750 Book3,661,inactive,2,9358
982,Dolce Gusto Piccolo XS,632,active,3,9358
983, Smartchef Pe-ce5002 Automática Expreso P1,438,active,3,6979
984,Lenovo Ideapad Slim 3,472,active,2,8518
985,Lenovo Ideapad Slim 3,395,inactive,2,9322
986,Motorola Moto G24 Power,864,active,1,3543
987,Lenovo Ideapad Slim 3,592,inactive,2,5808
988,Xiaomi Redmi Note 13 Pro,397,active,1,9596
989,MacBook Pro 13,266,inactive,2,9313
990,iPhone 17 Pro Max,313,active,1,8092
991,MacBook Pro 13,318,inactive,2,4764
992,Samsung Galaxy Np750 Book3,122,active,2,1844
993,Peabody Smartchef Pe-ct4207,538,active,3,160
994,Motorola Moto G24 Power,759,inactive,1,4744
995,MacBook Pro 13,569,active,2,7252
996,Peabody Smartchef Pe-ct4207,656,inactive,3,1332
997,HP 255 G10,718,active,2,6550
998,Xiaomi Redmi Note 13 Pro,746,active,1,7755
999,iPhone 16 Pro,451,inactive,1,6124
1000, Smartchef Pe-ce5002 Automática Expreso P1,642,active,3,5592
1001,Dolce Gusto Genio S,766,inactive,3,7856
1002,Motorola Moto G24 Power,975,active,1,8356
1003,Peabody Smartchef Pe-ct4207,171,inactive,3,8443
1004,Dolce Gusto Genio S,666,active,3,4758
1005,Motorola Moto G24 Power,243,active,1,2120
1006,Lenovo Ideapad Slim 3,362,active,2,1559
1007,Dolce Gusto Genio S,455,active,3,6761
1008,MacBook Pro 13,983,inactive,2,7650
1009,Dolce Gusto Piccolo XS,699,inactive,3,3418
1010,Xiaomi Redmi Note 13 Pro,208,inactive,1,2231
1011, Smartchef Pe-ce5002 Automática Expreso P1,487,active,3,4369
1012,Dolce Gusto Genio S,673,active,3,8048
1013,Peabody Smartchef Pe-ct4207,600,inactive,3,6130
1014,Xiaomi Redmi Note 13 Pro,934,active,1,4369
1015,Dolce Gusto Genio S,820,inactive,3,1197
1016,Dolce Gusto Piccolo XS,640,inactive,3,133
1017,Nespresso Essenza Mini D,736,active,3,6611
1018, Smartchef Pe-ce5002 Automática Expreso P1,374,inactive,3,8048
1019,Xiaomi Redmi Note 13 Pro,482,active,1,4212
1020,iPhone 16 Pro,837,inactive,1,4799
1021,iPhone 17 Pro Max,862,inactive,1,7207
1022,Lenovo Ideapad Slim 3,634,inactive,2,6744
1023,Dolce Gusto Genio S,760,inactive,3,5680
1024,Lenovo Ideapad Slim 3,665,inactive,2,3853
1025,Lenovo Ideapad Slim 3,534,active,2,7262
1026,iPhone 16 Pro,330,inactive,1,3057
1027,HP 255 G10,860,inactive,2,9812
1028,iPhone 16 Pro,164,inactive,1,4794
1029,MacBook Pro 13,172,active,2,5010
1030,Lenovo Ideapad Slim 3,898,active,2,9920
1031,HP 255 G10,663,active,2,1559
1032,Peabody Smartchef Pe-ct4207,608,inactive,3,1669
1033,Lenovo Ideapad Slim 3,813,inactive,2,5129
1034,Dolce Gusto Genio S,248,active,3,6611
1035,Xiaomi Redmi Note 13 Pro,515,active,1,4920
1036,Peabody Smartchef Pe-ct4207,775,inactive,3,6769
1037,Peabody Smartchef Pe-ct4207,288,inactive,3,1938
1038,Dolce Gusto Genio S,816,active,3,5814
1039,iPhone 17 Pro Max,625,inactive,1,9004
1040, Smartchef Pe-ce5002 Automática Expreso P1,791,inactive,3,7219
1041,Lenovo Ideapad Slim 3,913,active,2,8307
1042,Dolce Gusto Piccolo XS,462,active,3,5803
