order_id,item_id,seller_id,buyer_id,cantidad,precio,order_date
1971,1326,9797,3394,4,884,2020-02-27
1972,1251,4154,4740,4,154,2020-10-08
1973,828,4940,1971,2,680,2020-11-26
1974,124,317,18,3,388,2020-09-13
1975,59,1019,6626,4,760,2020-06-07
1976,1274,7740,4445,3,170,2020-01-19
1977,505,9900,8887,1,596,2020-04-17
1978,1072,7325,6102,4,208,2020-04-09
1979,738,8623,6344,3,348,2020-11-09
1980,200,3239,515,3,453,2020-06-21
1981,1370,9082,9086,4,148,2020-06-15
1982,594,8481,8601,3,830,2020-05-12
1983,1046,3736,3583,2,873,2020-01-03
1984,1444,8904,8113,1,370,2020-03-28
1985,1380,6253,9520,3,867,2020-10-12
1986,696,6562,3734,1,222,2020-07-02
1987,731,3939,6579,1,534,2020-05-18
1988,595,8685,2876,4,102,2020-06-29
1989,506,6869,5215,2,899,2020-09-17
1990,1452,1332,9887,4,638,2020-12-17
1991,127,4212,6665,2,672,2020-01-15
1992,1469,8939,5672,2,216,2020-05-21
1993,1464,7360,7324,2,864,2020-09-27
1994,1227,9082,5701,4,550,2020-12-13
1995,1177,3053,3416,1,737,2020-07-16
1996,536,9900,7193,2,515,2020-10-11
1997,1360,7122,3274,4,972,2020-09-05
1998,464,9174,979,4,770,2020-07-12
1999,825,2211,4639,1,502,2020-09-29
2000,1411,8048,1692,2,353,2020-04-05
2001,755,698,9536,1,535,2020-11-21
2002,1002,8356,1349,4,975,2020-04-11
2003,16,8048,8272,3,477,2020-04-14
2004,836,8093,9375,3,138,2020-01-02
2005,782,9793,6537,3,570,2020-12-20
2006,572,8307,8089,3,316,2020-03-21
2007,1319,4154,8064,2,264,2020-04-07
2008,579,3939,8071,1,806,2020-12-17
2009,1340,3418,1464,4,533,2020-07-29
2010,28,8823,5409,2,274,2020-02-19
2011,1453,8220,766,1,524,2020-01-20
2012,489,5142,2323,4,844,2020-07-12
2013,1385,9403,1395,4,701,2020-03-18
2014,371,6578,1622,3,678,2020-04-08
2015,804,5119,2649,3,579,2020-10-23
2016,797,951,4576,2,272,2020-08-08
2017,515,1332,7275,1,540,2020-10-14
2018,159,2475,8518,2,718,2020-02-09
2019,305,6350,6016,4,686,2020-02-03
2020,850,3485,7337,3,145,2020-05-03
2021,301,9293,9467,1,617,2020-03-03
2022,1378,4865,3732,2,304,2020-02-04
2023,139,8270,6959,1,955,2020-05-31
2024,902,5983,9004,1,884,2020-10-25
2025,249,5680,1967,2,950,2020-08-01
2026,593,3651,3978,1,438,2020-06-06
2027,279,6784,6095,4,399,2020-05-13
2028,1002,8356,8906,4,975,2020-07-19
2029,378,6442,6370,4,406,2020-07-26
2030,218,230,8441,2,212,2020-11-17
2031,924,7867,3661,4,492,2020-07-24
2032,934,1559,1622,2,655,2020-05-26
2033,1486,6869,1663,2,133,2020-01-24
2034,591,9041,2837,4,202,2020-03-10
2035,168,3418,1907,1,666,2020-01-22
2036,524,1938,7873,1,642,2020-05-13
2037,202,4821,9727,1,979,2020-08-23
2038,413,9004,4856,2,665,2020-02-11
2039,686,4267,4047,1,960,2020-06-01
2040,1027,9812,4584,2,860,2020-01-12
2041,442,300,1332,3,915,2020-06-04
2042,941,3888,8875,1,527,2020-08-22
2043,139,8270,1419,1,955,2020-01-17
2044,502,1747,9081,2,970,2020-11-16
2045,328,7881,2544,3,767,2020-08-27
2046,1268,895,3179,4,618,2020-04-15
2047,912,5278,9571,1,843,2020-07-15
2048,1470,1197,1029,2,499,2020-08-14
2049,199,5104,5835,1,708,2020-07-22
2050,1443,4016,4287,4,290,2020-06-02
2051,1387,8687,9189,2,228,2020-06-15
2052,233,622,3728,2,509,2020-08-22
2053,565,648,1881,1,343,2020-01-24
2054,526,9573,5462,1,382,2020-10-25
2055,438,2200,1786,2,785,2020-11-28
2056,1288,367,7045,2,569,2020-11-19
2057,287,2134,4457,1,999,2020-09-25
2058,256,7719,3056,4,876,2020-03-15
2059,719,3910,932,4,441,2020-08-25
2060,1248,698,183,4,696,2020-12-03
2061,135,7765,9401,2,203,2020-10-24
2062,437,6253,5498,4,647,2020-10-29
2063,964,2231,3652,3,574,2020-05-22
2064,32,5643,7382,4,120,2020-12-22
2065,702,2063,7241,1,956,2020-07-13
2066,701,3078,6150,3,471,2020-11-08
2067,587,6761,599,3,629,2020-10-03
2068,347,7089,536,3,541,2020-05-11
2069,535,1938,9065,4,974,2020-12-08
2070,1337,344,698,2,974,2020-03-21
2071,321,1069,124,4,287,2020-04-14
2072,967,3939,1342,4,864,2020-11-06
2073,816,481,3257,4,500,2020-08-24
2074,352,9812,8341,3,660,2020-03-15
2075,1030,9920,9378,1,898,2020-03-14
2076,860,8835,1384,4,815,2020-02-09
2077,710,8743,5726,4,370,2020-05-12
2078,147,232,1027,2,261,2020-01-12
2079,1280,1646,3545,3,379,2020-05-03
2080,739,7375,6155,1,583,2020-01-15
2081,1258,4764,7164,1,739,2020-03-07
2082,242,1747,5713,2,983,2020-10-15
2083,102,4600,9570,1,578,2020-03-13
2084,155,1971,6900,4,778,2020-11-14
2085,24,5643,6611,1,182,2020-02-17
2086,1498,1358,561,2,860,2020-05-27
2087,1141,8390,6425,4,537,2020-01-21
2088,991,4764,1701,3,318,2020-06-08
2089,695,86,9715,4,521,2020-05-02
2090,373,4838,874,1,641,2020-11-27
2091,1169,6925,4122,2,871,2020-01-11
2092,1156,8386,6970,1,436,2020-08-09
2093,1447,5719,90,3,370,2020-06-22
2094,856,6541,3833,1,726,2020-04-09
2095,197,230,638,4,708,2020-09-16
2096,932,5803,8690,2,350,2020-06-29
2097,1466,3884,8983,4,870,2020-05-31
2098,1380,6253,9656,2,867,2020-09-28
2099,1336,6409,2697,3,657,2020-10-24
2100,686,4267,7736,3,960,2020-03-17
2101,1369,2416,4971,3,114,2020-11-17
2102,1441,3813,2872,4,458,2020-11-04
2103,302,2897,6955,2,513,2020-08-27
2104,681,9570,5505,3,703,2020-10-14
2105,1044,6442,3447,4,876,2020-01-24
2106,123,5278,3055,1,931,2020-07-23
2107,925,7740,1618,4,604,2020-01-09
2108,255,1695,8811,1,104,2020-06-12
2109,255,1695,1931,4,104,2020-05-31
2110,991,4764,8112,2,318,2020-04-15
2111,819,7932,3711,1,646,2020-09-06
2112,1357,8149,5337,2,131,2020-07-14
2113,121,2466,4162,4,958,2020-11-30
2114,16,8048,3771,1,477,2020-02-25
2115,1088,5591,7161,2,766,2020-06-06
2116,699,1846,5669,3,394,2020-03-20
2117,237,7828,522,2,597,2020-05-25
2118,462,8096,5788,1,533,2020-10-27
2119,125,9293,2634,3,387,2020-01-31
2120,1273,9570,5272,1,113,2020-02-02
2121,1194,2211,6206,2,924,2020-02-07
2122,1093,7169,583,1,969,2020-08-29
2123,500,7740,3415,1,829,2020-06-09
2124,1267,4944,3110,4,659,2020-09-08
2125,1020,4799,7014,3,837,2020-12-30
2126,22,6889,4011,4,211,2020-07-02
2127,792,3149,6738,3,365,2020-07-31
2128,364,201,5475,3,619,2020-11-28
2129,35,3485,9370,2,860,2020-03-30
2130,839,271,2791,4,993,2020-11-24
2131,20,4539,9919,2,176,2020-08-12
2132,665,1846,9038,3,368,2020-07-07
2133,972,7375,1714,2,930,2020-12-14
2134,1455,3813,541,3,769,2020-06-18
2135,375,9556,4676,1,354,2020-07-27
2136,260,9171,2326,1,880,2020-02-09
2137,405,8603,2546,4,566,2020-04-26
2138,796,8048,5625,3,718,2020-02-14
2139,458,2705,4615,1,485,2020-11-22
2140,242,1747,5266,3,983,2020-10-14
2141,97,5129,9111,4,787,2020-03-13
2142,562,3702,6701,4,989,2020-01-24
2143,421,6863,3651,1,146,2020-06-18
2144,244,7252,2768,1,618,2020-10-22
2145,135,7765,6803,3,203,2020-06-21
2146,578,1976,626,3,667,2020-04-06
2147,339,888,5668,3,143,2020-08-21
2148,1024,3853,1459,4,665,2020-02-18
2149,64,3617,3647,1,849,2020-07-14
2150,171,9527,9874,3,324,2020-06-16
2151,714,2945,5731,3,637,2020-09-01
2152,1491,7987,1723,1,454,2020-10-15
2153,451,3485,2607,2,729,2020-08-24
2154,646,5395,5459,4,754,2020-04-05
2155,24,5643,7454,2,182,2020-12-02
2156,939,9554,4027,2,278,2020-07-08
2157,30,9171,5530,4,357,2020-09-24
2158,778,9991,3716,1,418,2020-03-19
2159,488,2231,7923,3,611,2020-06-24
2160,1307,5200,8851,2,523,2020-12-19
2161,1293,9301,1815,2,587,2020-07-14
2162,1138,4799,2337,1,754,2020-02-15
2163,279,6784,9437,2,399,2020-08-11
2164,188,9122,4247,1,951,2020-06-05
2165,1234,3091,8971,3,118,2020-10-27
2166,695,86,1496,4,521,2020-03-13
2167,1055,5382,3225,3,967,2020-10-31
2168,1288,367,3556,3,569,2020-12-20
2169,128,1505,974,3,758,2020-04-16
2170,1303,7513,9698,2,502,2020-01-25
2171,134,8196,6262,2,601,2020-07-29
2172,1047,4966,1456,4,639,2020-12-17
2173,169,9319,5767,4,194,2020-02-12
2174,673,8437,6180,1,585,2020-06-21
2175,578,1976,3908,4,667,2020-06-17
2176,1279,4771,1585,4,464,2020-12-26
2177,579,3939,5934,2,806,2020-07-30
2178,508,3053,9380,3,662,2020-04-21
2179,481,6550,4039,3,316,2020-01-19
2180,273,9558,9134,2,534,2020-02-23
2181,453,3617,9497,2,492,2020-03-27
2182,605,3833,8013,2,945,2020-08-10
2183,1465,7282,4988,3,774,2020-07-07
2184,1407,5010,6395,3,639,2020-05-22
2185,726,4089,1084,2,733,2020-08-23
2186,49,1557,3797,2,780,2020-01-14
2187,685,4428,7870,2,101,2020-03-14
2188,736,6873,6353,4,812,2020-01-28
2189,662,9112,3011,2,371,2020-03-24
2190,95,6149,9283,1,511,2020-10-31
2191,9,9822,8373,2,728,2020-12-02
2192,1233,2301,7242,1,335,2020-03-10
2193,530,2811,8676,3,836,2020-12-29
2194,172,9527,7054,4,639,2020-12-09
2195,49,1557,9397,3,780,2020-08-31
2196,564,7219,2921,1,877,2020-07-04
2197,921,9573,9340,3,706,2020-06-08
2198,1109,8386,3217,3,649,2020-03-09
2199,1178,7221,5750,4,586,2020-03-07
2200,1482,5803,2789,2,715,2020-06-23
2201,1370,9082,5410,1,148,2020-01-02
2202,1103,9570,6110,2,456,2020-07-07
2203,402,5680,9624,1,357,2020-06-05
2204,1330,1281,7700,1,102,2020-09-19
2205,497,5818,9916,3,165,2020-02-09
2206,1337,344,2312,2,974,2020-03-29
2207,1136,7937,9486,3,927,2020-03-26
2208,1191,7262,29,3,607,2020-12-11
2209,385,1270,7026,4,362,2020-07-13
2210,906,1646,7055,3,313,2020-06-10
2211,397,8220,1628,2,361,2020-10-22
2212,463,5939,1573,3,265,2020-10-13
2213,415,2882,5241,1,609,2020-04-07
2214,198,7844,2054,1,587,2020-11-14
2215,256,7719,6625,3,876,2020-03-06
2216,1333,3170,3193,4,329,2020-04-06
2217,647,6869,1158,1,167,2020-09-29
2218,1397,1276,1978,2,928,2020-06-07
2219,1314,1094,616,1,284,2020-11-05
2220,932,5803,6414,3,350,2020-12-08
2221,239,7973,7416,1,915,2020-10-17
2222,971,3543,1712,2,245,2020-02-26
2223,330,5803,6918,2,896,2020-11-14
2224,1040,7219,3384,4,791,2020-04-08
2225,776,3813,1732,1,250,2020-04-01
2226,1171,1400,9258,4,627,2020-10-23
2227,794,8918,6080,4,164,2020-03-04
2228,1075,4539,4840,2,995,2020-05-07
2229,1378,4865,5026,2,304,2020-11-22
2230,39,1555,1670,3,999,2020-01-10
2231,1437,7758,9224,1,855,2020-06-09
2232,472,9174,7313,4,595,2020-07-31
2233,1076,2007,3295,3,761,2020-12-12
2234,313,5746,4081,3,333,2020-06-23
2235,1390,7360,827,3,919,2020-01-25
2236,208,895,497,3,789,2020-05-14
2237,491,8623,9748,2,170,2020-02-03
2238,240,2334,9179,3,897,2020-10-14
2239,306,271,9124,3,112,2020-09-07
2240,711,133,7312,3,546,2020-04-08
2241,1226,8266,7333,3,798,2020-09-28
2242,331,1017,9026,2,543,2020-10-26
2243,601,8766,2130,2,130,2020-05-24
2244,1049,2813,2902,3,273,2020-05-29
2245,860,8835,5838,4,815,2020-09-28
2246,1295,5814,4149,2,981,2020-04-01
2247,126,7784,1896,3,627,2020-08-01
2248,318,4157,7931,1,883,2020-06-11
2249,338,7758,8489,1,895,2020-01-02
2250,932,5803,6011,1,350,2020-01-04
2251,508,3053,1746,4,662,2020-04-12
2252,603,895,4355,4,217,2020-01-07
2253,266,1971,1266,3,759,2020-11-15
2254,853,423,1486,4,302,2020-12-26
2255,450,7365,4998,1,140,2020-09-06
2256,994,4744,168,3,759,2020-11-21
2257,1101,7740,5330,1,612,2020-04-10
2258,294,3919,7709,1,398,2020-01-03
2259,317,4763,4316,1,332,2020-10-09
2260,1156,8386,5705,1,436,2020-09-26
2261,877,3616,686,1,449,2020-02-27
2262,1251,4154,2862,4,154,2020-08-30
2263,613,9293,4078,1,111,2020-08-31
2264,1423,9155,6039,1,190,2020-01-26
2265,921,9573,2839,2,706,2020-08-08
2266,203,86,8455,4,341,2020-07-06
2267,327,1505,2630,4,986,2020-04-04
2268,172,9527,7698,1,639,2020-11-16
2269,558,5592,9430,3,590,2020-11-25
2270,598,9082,3965,1,760,2020-04-16
2271,1189,8385,8774,3,401,2020-04-13
2272,156,7694,3856,4,755,2020-09-19
2273,487,9319,2375,3,353,2020-07-20
2274,372,5877,8048,3,893,2020-11-13
2275,1073,7784,7935,1,218,2020-09-05
2276,556,8823,5922,3,721,2020-09-02
2277,258,8627,1398,3,667,2020-08-15
2278,545,5522,2209,3,661,2020-06-05
2279,264,3787,567,2,952,2020-12-04
2280,864,7318,5184,2,858,2020-05-26
2281,308,5010,2079,4,487,2020-08-08
2282,1142,1092,9017,4,586,2020-06-07
2283,1307,5200,8638,3,523,2020-04-21
2284,1144,9900,431,3,694,2020-09-02
2285,935,9924,2871,3,633,2020-02-07
2286,1422,3888,9580,3,276,2020-06-27
2287,442,300,6435,1,915,2020-04-28
2288,777,5200,3853,3,577,2020-09-17
2289,573,1821,3095,3,693,2020-10-12
2290,363,7489,6024,3,233,2020-06-19
2291,500,7740,6174,4,829,2020-08-22
2292,1112,8939,1348,1,413,2020-01-17
2293,607,4846,6479,2,175,2020-12-26
2294,257,7632,5879,1,712,2020-08-13
2295,849,7758,7265,2,390,2020-09-04
2296,632,587,5177,1,960,2020-10-31
2297,1288,367,4768,2,569,2020-02-03
2298,379,4744,522,1,623,2020-12-05
2299,270,7765,9275,4,734,2020-04-10
2300,850,3485,5402,2,145,2020-10-14
2301,1022,6744,6937,2,634,2020-12-22
2302,1041,8307,4635,3,913,2020-05-10
2303,1154,6058,707,4,561,2020-05-27
2304,503,3078,965,3,832,2020-03-10
2305,898,5152,6614,2,106,2020-03-30
2306,599,4129,5780,1,236,2020-05-24
2307,905,5261,4476,4,591,2020-07-12
2308,448,9610,2789,1,298,2020-11-23
2309,1486,6869,5018,2,133,2020-02-29
2310,811,8703,2341,2,907,2020-12-28
2311,212,7694,1611,1,900,2020-06-24
2312,442,300,7865,1,915,2020-09-23
2313,76,2945,7353,3,822,2020-11-27
2314,723,1976,1086,4,978,2020-10-30
2315,841,3423,429,3,410,2020-02-03
2316,27,4838,9622,2,962,2020-04-05
2317,288,288,3222,3,198,2020-08-15
2318,880,1177,6640,1,263,2020-12-04
2319,1191,7262,8852,1,607,2020-08-24
2320,196,6815,4590,4,793,2020-02-11
2321,147,232,1236,2,261,2020-09-09
2322,190,1846,2661,3,560,2020-04-27
2323,1494,5643,2222,4,929,2020-10-17
2324,301,9293,8880,2,617,2020-07-29
2325,662,9112,9347,3,371,2020-10-24
2326,938,960,9034,1,888,2020-08-04
2327,544,8804,6394,1,891,2020-08-27
2328,413,9004,3696,4,665,2020-06-22
2329,263,4041,7846,1,978,2020-12-08
2330,1019,4212,2418,1,482,2020-12-24
2331,1210,7221,676,1,545,2020-12-20
2332,1271,1976,6858,1,920,2020-07-30
2333,1343,5657,5423,3,571,2020-01-12
2334,148,9403,6808,1,534,2020-08-21
2335,276,889,3964,4,521,2020-03-02
2336,649,348,6192,2,684,2020-10-22
2337,91,7784,21,1,858,2020-01-10
2338,1146,5017,3229,2,451,2020-09-28
2339,465,7758,1113,1,306,2020-10-07
2340,280,5175,1340,2,692,2020-11-24
2341,759,3888,2460,4,853,2020-12-15
2342,1360,7122,2832,3,972,2020-09-26
2343,1450,2945,2487,4,433,2020-09-16
2344,94,6514,3080,4,269,2020-10-17
2345,28,8823,83,3,274,2020-08-26
2346,721,6962,2221,1,664,2020-10-24
2347,50,9777,2209,2,929,2020-06-15
2348,1483,8422,1024,3,874,2020-10-10
2349,784,3423,128,3,257,2020-10-14
2350,553,6541,7619,2,776,2020-11-11
2351,1291,5967,117,3,378,2020-05-10
2352,1446,9276,215,1,593,2020-02-18
2353,1369,2416,4652,3,114,2020-08-25
2354,555,8397,8076,1,505,2020-06-06
2355,311,1005,7608,4,540,2020-09-26
2356,1201,7881,5156,1,667,2020-01-20
2357,886,4758,583,4,632,2020-08-16
2358,633,2813,3009,3,433,2020-08-12
2359,59,1019,449,3,760,2020-07-13
2360,940,5057,4981,3,782,2020-04-22
2361,746,3541,8659,3,984,2020-08-29
2362,1413,9006,3659,4,840,2020-04-17
2363,526,9573,9988,2,382,2020-12-15
2364,99,348,4991,2,338,2020-10-21
2365,734,230,4936,3,358,2020-01-06
2366,836,8093,9428,4,138,2020-08-19
2367,301,9293,3429,2,617,2020-08-03
2368,1042,5803,7969,1,462,2020-07-08
2369,232,3229,4210,1,134,2020-01-04
2370,1085,8768,8215,3,242,2020-05-05
2371,1433,5719,7801,4,650,2020-11-23
2372,901,889,7436,4,683,2020-11-01
2373,1295,5814,3622,1,981,2020-04-20
2374,477,8823,8918,3,742,2020-09-28
2375,1430,3285,2518,4,944,2020-05-28
2376,322,8687,1554,3,432,2020-08-14
2377,1392,7710,6335,1,787,2020-04-15
2378,22,6889,6005,3,211,2020-01-16
2379,697,4628,757,4,830,2020-04-04
2380,1069,2882,6665,4,367,2020-08-13
2381,1472,3616,5611,1,437,2020-09-14
2382,1104,888,7967,4,899,2020-08-01
2383,940,5057,6938,3,782,2020-02-14
2384,211,6633,250,2,549,2020-10-13
2385,327,1505,9940,1,986,2020-08-19
2386,345,1281,1326,1,985,2020-03-26
2387,770,4763,9808,4,376,2020-06-26
2388,535,1938,9186,4,974,2020-11-06
2389,362,348,6045,2,677,2020-06-27
2390,366,5967,5447,2,565,2020-04-10
2391,178,3651,5789,4,977,2020-05-14
2392,1275,6648,1107,4,195,2020-09-07
2393,1076,2007,7403,2,761,2020-12-04
2394,1098,7318,7996,1,944,2020-09-07
2395,1385,9403,3790,4,701,2020-05-29
2396,170,8048,4382,4,143,2020-07-10
2397,823,2231,3619,1,535,2020-11-07
2398,586,7755,3671,3,333,2020-06-30
2399,752,8386,43,4,643,2020-11-27
2400,910,8685,7872,2,728,2020-05-13
2401,767,9322,3076,1,639,2020-06-21
2402,1474,2334,2592,3,755,2020-04-14
2403,777,5200,464,1,577,2020-02-23
2404,1490,5261,9697,3,266,2020-03-19
2405,873,2707,4379,3,121,2020-06-20
2406,923,3939,7245,4,832,2020-05-23
2407,975,2231,2431,1,397,2020-09-01
2408,522,8904,6835,2,876,2020-03-23
2409,769,7219,8765,1,613,2020-05-07
2410,437,6253,3392,2,647,2020-07-06
2411,1136,7937,1811,3,927,2020-10-08
2412,60,300,5161,4,536,2020-06-08
2413,902,5983,3112,4,884,2020-10-02
2414,1057,1400,8107,2,731,2020-02-23
2415,1196,1646,2765,3,535,2020-12-07
2416,471,9413,4952,3,279,2020-04-06
2417,1048,8269,5175,3,965,2020-04-14
2418,587,6761,7930,4,629,2020-11-16
2419,386,6124,8635,3,528,2020-04-27
2420,1463,3433,8063,1,788,2020-01-31
2421,729,7844,1540,4,158,2020-01-09
2422,252,348,7669,4,930,2020-11-17
2423,1417,4846,3770,2,495,2020-08-07
2424,1221,6479,23,4,505,2020-09-11
2425,176,41,5467,4,945,2020-12-04
2426,501,3129,2044,3,587,2020-10-12
2427,228,7960,2711,3,444,2020-11-28
2428,777,5200,3286,3,577,2020-09-03
2429,256,7719,9969,2,876,2020-04-22
2430,878,4794,5779,1,122,2020-10-09
2431,877,3616,9162,1,449,2020-05-05
2432,862,3354,6781,2,616,2020-11-09
2433,119,5342,5191,2,320,2020-03-28
2434,137,6149,4442,4,968,2020-10-01
2435,903,8377,4754,2,624,2020-05-31
2436,1102,8274,8088,4,877,2020-01-23
2437,1392,7710,4797,4,787,2020-05-14
2438,1095,6011,4020,4,711,2020-06-05
2439,1104,888,4105,4,899,2020-02-27
2440,702,2063,8134,4,956,2020-09-04
2441,407,4600,302,2,694,2020-03-14
2442,512,7501,6307,3,779,2020-05-29
2443,1109,8386,5450,3,649,2020-05-18
2444,119,5342,4987,2,320,2020-05-14
2445,1182,7318,2108,3,130,2020-11-23
2446,528,2811,2512,3,424,2020-01-31
2447,114,9573,1658,4,923,2020-12-11
2448,665,1846,2918,4,368,2020-07-14
2449,922,1585,1311,4,267,2020-04-24
2450,742,4763,8581,3,595,2020-09-29
2451,545,5522,4311,4,661,2020-06-13
2452,1269,3239,4665,4,548,2020-10-02
2453,596,8048,1723,4,436,2020-11-14
2454,345,1281,8583,3,985,2020-09-27
2455,637,8685,1054,4,732,2020-10-20
2456,705,5261,3809,3,461,2020-11-09
2457,871,6654,248,3,188,2020-12-18
2458,354,3418,6472,4,656,2020-03-10
2459,1352,1892,3255,3,429,2020-11-12
2460,1336,6409,9323,3,657,2020-12-22
2461,226,3129,4718,1,127,2020-09-05
2462,1405,2813,3663,4,150,2020-10-21
2463,492,7611,3595,2,272,2020-11-24
2464,1486,6869,2736,4,133,2020-07-05
2465,270,7765,2967,1,734,2020-12-14
2466,27,4838,431,2,962,2020-03-18
2467,5,3853,6064,3,238,2020-03-19
2468,398,4564,9986,4,159,2020-05-11
2469,503,3078,8975,3,832,2020-07-19
2470,1131,9276,7684,1,662,2020-08-20
2471,824,3651,7778,3,605,2020-01-31
2472,953,8603,6337,4,758,2020-06-10
2473,848,9843,4176,1,865,2020-06-05
2474,1084,587,6466,1,763,2020-02-05
2475,355,6253,1882,4,600,2020-12-12
2476,432,5504,7070,1,232,2020-12-26
2477,210,4932,4423,2,813,2020-03-14
2478,1217,4767,2638,4,289,2020-11-28
2479,1007,6761,909,3,455,2020-11-26
2480,95,6149,9747,1,511,2020-02-08
2481,1415,9322,2371,1,267,2020-05-23
2482,419,4920,1058,4,352,2020-02-28
2483,800,7937,1614,1,127,2020-04-11
2484,592,8766,9123,2,463,2020-06-01
2485,1002,8356,6730,1,975,2020-12-19
2486,1308,4303,5154,3,358,2020-07-17
2487,1419,7710,3934,1,699,2020-06-23
2488,1076,2007,6889,3,761,2020-10-09
2489,1438,7509,9545,1,677,2020-06-30
2490,305,6350,9324,1,686,2020-10-13
2491,885,8745,206,3,698,2020-03-18
2492,980,8241,1201,3,435,2020-07-25
2493,167,7207,5328,1,491,2020-04-10
2494,629,7489,8507,2,774,2020-08-26
2495,349,5261,9110,2,803,2020-12-25
2496,308,5010,9456,2,487,2020-01-24
2497,937,5556,3674,2,513,2020-06-23
2498,662,9112,5643,4,371,2020-11-01
2499,1400,230,1868,3,823,2020-03-22
2500,1386,9004,8710,1,759,2020-08-11
2501,1012,8048,9593,2,673,2020-03-11
2502,165,6541,6571,2,829,2020-08-21
2503,789,6979,8960,2,832,2020-08-21
2504,663,4127,4552,4,462,2020-12-09
2505,576,7375,3587,2,497,2020-09-22
2506,529,8646,2019,4,543,2020-08-10
2507,1442,3105,562,1,461,2020-08-09
2508,1090,9276,9472,1,553,2020-03-01
2509,1062,4533,4877,4,894,2020-04-21
2510,713,1275,2639,4,387,2020-08-31
2511,1192,9900,5290,2,327,2020-01-01
2512,115,4480,9689,3,383,2020-01-26
2513,1198,1646,1260,1,986,2020-01-11
2514,402,5680,236,2,357,2020-11-25
2515,362,348,8108,1,677,2020-03-01
2516,1238,4767,6240,4,886,2020-10-20
2517,744,4156,1530,1,446,2020-03-23
2518,1223,5177,9338,1,601,2020-06-26
2519,278,4934,4672,1,110,2020-06-15
2520,1043,4533,6729,2,793,2020-03-15
2521,1253,3511,4302,2,216,2020-11-07
2522,322,8687,5237,2,432,2020-02-19
2523,1430,3285,8567,3,944,2020-07-10
2524,342,2120,2190,3,142,2020-09-28
2525,1239,8436,6675,1,505,2020-10-11
2526,768,2065,1315,2,389,2020-02-17
2527,953,8603,785,4,758,2020-12-28
2528,958,5761,5313,3,865,2020-09-03
2529,13,5569,4620,1,967,2020-02-11
2530,426,2926,5156,4,413,2020-05-04
2531,141,9610,5505,1,404,2020-05-02
2532,914,133,9469,2,242,2020-08-24
2533,373,4838,7356,3,641,2020-09-17
2534,166,9554,1622,3,284,2020-09-01
2535,868,5077,9016,1,424,2020-04-21
2536,782,9793,9303,2,570,2020-11-11
2537,381,3586,5294,2,217,2020-07-07
2538,500,7740,1912,3,829,2020-09-12
2539,305,6350,2092,4,686,2020-03-28
2540,91,7784,7116,4,858,2020-01-23
2541,1201,7881,640,1,667,2020-10-30
2542,410,9004,6337,4,192,2020-06-23
2543,930,3233,1149,4,249,2020-03-07
2544,1450,2945,3227,4,433,2020-12-13
2545,1067,3792,3778,1,559,2020-04-18
2546,280,5175,6915,4,692,2020-12-18
2547,1138,4799,5110,1,754,2020-11-04
2548,150,7465,9002,2,294,2020-06-01
2549,731,3939,978,2,534,2020-11-01
2550,622,6523,755,3,800,2020-11-28
2551,1260,8531,8104,3,544,2020-06-30
2552,240,2334,1431,3,897,2020-05-27
2553,173,2416,2944,1,473,2020-06-01
2554,1379,6873,2953,3,400,2020-05-31
2555,1360,7122,9573,3,972,2020-11-01
2556,393,3105,4905,2,805,2020-12-08
2557,406,2222,4786,2,348,2020-10-29
2558,163,689,8385,1,195,2020-09-08
2559,531,392,1711,2,937,2020-03-13
2560,1399,9793,2120,1,858,2020-10-11
2561,13,5569,9578,2,967,2020-06-09
2562,1088,5591,4727,1,766,2020-07-10
2563,660,3949,9983,3,535,2020-07-17
2564,332,3485,5618,4,371,2020-04-02
2565,1195,5010,4765,3,667,2020-08-06
2566,128,1505,4714,1,758,2020-10-25
2567,943,1959,7813,4,449,2020-02-09
2568,1180,1332,8061,4,400,2020-08-11
2569,1002,8356,6384,3,975,2020-04-17
2570,324,1390,9312,3,444,2020-12-29
2571,927,6744,8000,1,727,2020-01-04
2572,1161,8096,2302,4,811,2020-12-24
2573,832,4303,4246,2,151,2020-04-27
2574,87,2301,1126,3,548,2020-07-27
2575,572,8307,2684,2,316,2020-01-07
2576,44,9403,2654,4,657,2020-04-05
2577,1072,7325,5511,1,208,2020-11-25
2578,1016,133,3255,3,640,2020-02-10
2579,726,4089,4289,2,733,2020-02-11
2580,1133,9807,8449,2,311,2020-01-02
2581,338,7758,483,2,895,2020-02-21
2582,1381,7122,6293,4,698,2020-10-16
2583,948,3939,5840,4,294,2020-04-08
2584,972,7375,1368,4,930,2020-01-11
2585,559,1186,1737,4,482,2020-08-08
2586,361,8266,5674,4,719,2020-03-08
2587,1500,8685,631,4,712,2020-05-04
2588,303,5152,3752,3,279,2020-08-07
2589,1027,9812,5614,4,860,2020-02-09
2590,569,423,1790,3,562,2020-02-01
2591,815,6523,2355,2,979,2020-02-14
2592,1215,6382,5953,4,202,2020-03-17
2593,732,2134,9358,2,359,2020-08-29
2594,898,5152,6372,1,106,2020-06-22
2595,568,18,9608,2,872,2020-01-22
2596,578,1976,7401,4,667,2020-04-18
2597,664,288,499,2,164,2020-04-10
2598,836,8093,9495,4,138,2020-01-10
2599,1233,2301,2217,4,335,2020-01-04
2600,1031,1559,2981,1,663,2020-01-28
2601,1365,2222,9927,4,571,2020-06-12
