item_id,snapshot_date,precio,status
423,2020-12-28,675,active
424,2020-12-28,988,active
425,2020-12-28,751,inactive
426,2020-12-28,398,active
427,2020-12-28,264,active
428,2020-12-28,710,inactive
429,2020-12-28,813,inactive
430,2020-12-28,578,inactive
431,2020-12-28,286,active
432,2020-12-28,236,inactive
433,2020-12-28,797,inactive
434,2020-12-28,768,active
435,2020-12-28,100,inactive
436,2020-12-28,116,active
437,2020-12-28,666,inactive
438,2020-12-28,811,inactive
439,2020-12-28,885,inactive
440,2020-12-28,321,active
441,2020-12-28,886,inactive
442,2020-12-28,897,inactive
443,2020-12-28,300,inactive
444,2020-12-28,613,active
445,2020-12-28,500,active
446,2020-12-28,270,inactive
447,2020-12-28,205,active
448,2020-12-28,293,active
449,2020-12-28,688,inactive
450,2020-12-28,144,inactive
451,2020-12-28,707,inactive
452,2020-12-28,912,active
453,2020-12-28,513,active
454,2020-12-28,688,inactive
455,2020-12-28,367,inactive
456,2020-12-28,254,inactive
457,2020-12-28,342,active
458,2020-12-28,480,inactive
459,2020-12-28,807,inactive
460,2020-12-28,487,inactive
461,2020-12-28,1011,inactive
462,2020-12-28,544,active
463,2020-12-28,255,inactive
464,2020-12-28,782,active
465,2020-12-28,304,inactive
466,2020-12-28,945,inactive
467,2020-12-28,710,inactive
468,2020-12-28,624,active
469,2020-12-28,886,inactive
470,2020-12-28,576,active
471,2020-12-28,270,inactive
472,2020-12-28,596,active
473,2020-12-28,264,active
474,2020-12-28,185,inactive
475,2020-12-28,487,active
476,2020-12-28,720,active
477,2020-12-28,759,inactive
478,2020-12-28,849,inactive
479,2020-12-28,751,inactive
480,2020-12-28,547,inactive
481,2020-12-28,317,inactive
482,2020-12-28,124,active
483,2020-12-28,856,inactive
484,2020-12-28,216,active
485,2020-12-28,305,active
486,2020-12-28,296,active
487,2020-12-28,349,active
488,2020-12-28,596,active
489,2020-12-28,807,inactive
490,2020-12-28,659,active
491,2020-12-28,175,active
492,2020-12-28,276,inactive
493,2020-12-28,742,inactive
494,2020-12-28,314,inactive
495,2020-12-28,795,active
496,2020-12-28,272,active
497,2020-12-28,172,inactive
498,2020-12-28,308,inactive
499,2020-12-28,606,inactive
500,2020-12-28,805,inactive
501,2020-12-28,609,inactive
502,2020-12-28,944,active
503,2020-12-28,805,inactive
504,2020-12-28,264,inactive
505,2020-12-28,576,inactive
506,2020-12-28,864,active
507,2020-12-28,883,active
508,2020-12-28,660,inactive
509,2020-12-28,832,inactive
510,2020-12-28,107,active
511,2020-12-28,799,active
512,2020-12-28,785,inactive
513,2020-12-28,577,inactive
514,2020-12-28,544,active
515,2020-12-28,546,active
516,2020-12-28,457,inactive
517,2020-12-28,224,inactive
518,2020-12-28,114,active
519,2020-12-28,968,inactive
520,2020-12-28,309,inactive
521,2020-12-28,226,inactive
522,2020-12-28,885,active
523,2020-12-28,209,active
524,2020-12-28,673,inactive
525,2020-12-28,661,inactive
526,2020-12-28,375,inactive
527,2020-12-28,270,active
528,2020-12-28,444,active
529,2020-12-28,555,inactive
530,2020-12-28,854,inactive
531,2020-12-28,977,inactive
532,2020-12-28,530,inactive
533,2020-12-28,743,active
534,2020-12-28,942,inactive
535,2020-12-28,930,active
536,2020-12-28,507,inactive
537,2020-12-28,392,active
538,2020-12-28,537,inactive
539,2020-12-28,112,active
540,2020-12-28,271,inactive
541,2020-12-28,256,inactive
542,2020-12-28,543,inactive
543,2020-12-28,740,inactive
544,2020-12-28,931,active
545,2020-12-28,652,active
546,2020-12-28,624,active
547,2020-12-28,276,inactive
548,2020-12-28,395,inactive
549,2020-12-28,198,inactive
550,2020-12-28,484,active
551,2020-12-28,447,active
552,2020-12-28,208,active
553,2020-12-28,771,active
554,2020-12-28,944,active
555,2020-12-28,490,active
556,2020-12-28,687,inactive
557,2020-12-28,674,inactive
558,2020-12-28,618,active
559,2020-12-28,489,inactive
560,2020-12-28,859,inactive
561,2020-12-28,638,inactive
562,2020-12-28,941,inactive
563,2020-12-28,826,inactive
564,2020-12-28,854,active
565,2020-12-28,338,inactive
566,2020-12-28,337,inactive
567,2020-12-28,266,active
568,2020-12-28,829,inactive
569,2020-12-28,580,active
570,2020-12-28,329,active
571,2020-12-28,490,inactive
572,2020-12-28,328,active
573,2020-12-28,696,active
574,2020-12-28,934,active
575,2020-12-28,950,inactive
576,2020-12-28,481,inactive
577,2020-12-28,761,active
578,2020-12-28,635,active
579,2020-12-28,841,active
580,2020-12-28,751,active
581,2020-12-28,622,inactive
582,2020-12-28,666,inactive
583,2020-12-28,235,active
584,2020-12-28,276,active
585,2020-12-28,591,inactive
586,2020-12-28,328,inactive
587,2020-12-28,613,active
588,2020-12-28,772,active
589,2020-12-28,334,inactive
590,2020-12-28,820,active
591,2020-12-28,207,inactive
592,2020-12-28,475,inactive
593,2020-12-28,420,active
594,2020-12-28,799,inactive
595,2020-12-28,98,inactive
596,2020-12-28,439,inactive
597,2020-12-28,474,inactive
598,2020-12-28,740,inactive
599,2020-12-28,235,active
600,2020-12-28,472,inactive
601,2020-12-28,133,inactive
602,2020-12-28,394,inactive
603,2020-12-28,215,active
604,2020-12-28,239,active
605,2020-12-28,982,inactive
606,2020-12-28,754,inactive
607,2020-12-28,175,inactive
608,2020-12-28,402,active
609,2020-12-28,450,inactive
610,2020-12-28,770,active
611,2020-12-28,238,inactive
612,2020-12-28,468,active
613,2020-12-28,106,active
614,2020-12-28,151,active
615,2020-12-28,727,inactive
616,2020-12-28,218,active
617,2020-12-28,1033,active
618,2020-12-28,272,inactive
619,2020-12-28,642,active
620,2020-12-28,858,inactive
621,2020-12-28,748,active
622,2020-12-28,775,inactive
623,2020-12-28,642,inactive
624,2020-12-28,508,active
625,2020-12-28,582,active
626,2020-12-28,783,inactive
627,2020-12-28,602,active
628,2020-12-28,899,active
629,2020-12-28,810,active
630,2020-12-28,980,inactive
631,2020-12-28,621,inactive
632,2020-12-28,990,inactive
633,2020-12-28,443,inactive
634,2020-12-28,221,active
635,2020-12-28,924,inactive
636,2020-12-28,941,inactive
637,2020-12-28,699,active
638,2020-12-28,916,inactive
639,2020-12-28,603,inactive
640,2020-12-28,379,inactive
641,2020-12-28,107,inactive
642,2020-12-28,767,inactive
643,2020-12-28,515,inactive
644,2020-12-28,113,inactive
645,2020-12-28,984,active
646,2020-12-28,756,active
647,2020-12-28,160,inactive
648,2020-12-28,110,inactive
649,2020-12-28,653,inactive
650,2020-12-28,650,active
651,2020-12-28,614,active
652,2020-12-28,398,inactive
653,2020-12-28,548,active
654,2020-12-28,149,active
655,2020-12-28,883,active
656,2020-12-28,513,inactive
657,2020-12-28,558,active
658,2020-12-28,834,inactive
659,2020-12-28,907,active
660,2020-12-28,517,active
661,2020-12-28,219,inactive
662,2020-12-28,375,active
663,2020-12-28,448,active
664,2020-12-28,167,active
665,2020-12-28,356,inactive
666,2020-12-28,530,inactive
667,2020-12-28,664,active
668,2020-12-28,553,active
669,2020-12-28,434,active
670,2020-12-28,396,active
671,2020-12-28,557,inactive
672,2020-12-28,127,inactive
673,2020-12-28,605,active
674,2020-12-28,725,active
675,2020-12-28,571,inactive
676,2020-12-28,205,inactive
677,2020-12-28,181,inactive
678,2020-12-28,485,inactive
679,2020-12-28,246,inactive
680,2020-12-28,183,active
681,2020-12-28,732,active
682,2020-12-28,399,active
683,2020-12-28,692,inactive
684,2020-12-28,138,active
685,2020-12-28,105,active
686,2020-12-28,916,inactive
687,2020-12-28,158,active
688,2020-12-28,174,active
689,2020-12-28,99,inactive
690,2020-12-28,538,inactive
691,2020-12-28,563,inactive
692,2020-12-28,906,inactive
693,2020-12-28,233,active
694,2020-12-28,829,inactive
695,2020-12-28,544,active
696,2020-12-28,214,active
697,2020-12-28,825,active
698,2020-12-28,449,inactive
699,2020-12-28,404,active
700,2020-12-28,1008,inactive
701,2020-12-28,469,active
702,2020-12-28,985,active
703,2020-12-28,993,active
704,2020-12-28,846,active
705,2020-12-28,482,active
706,2020-12-28,907,inactive
707,2020-12-28,180,inactive
708,2020-12-28,794,active
709,2020-12-28,229,inactive
710,2020-12-28,380,active
711,2020-12-28,565,inactive
712,2020-12-28,774,active
713,2020-12-28,400,inactive
714,2020-12-28,641,inactive
715,2020-12-28,285,active
716,2020-12-28,799,inactive
717,2020-12-28,971,active
718,2020-12-28,835,inactive
719,2020-12-28,443,active
720,2020-12-28,794,inactive
721,2020-12-28,686,inactive
722,2020-12-28,408,inactive
723,2020-12-28,945,active
724,2020-12-28,656,inactive
725,2020-12-28,351,inactive
726,2020-12-28,768,inactive
727,2020-12-28,364,inactive
728,2020-12-28,433,active
729,2020-12-28,151,inactive
730,2020-12-28,736,active
731,2020-12-28,511,active
732,2020-12-28,357,active
733,2020-12-28,336,active
734,2020-12-28,354,active
735,2020-12-28,141,active
736,2020-12-28,811,inactive
737,2020-12-28,169,inactive
738,2020-12-28,345,inactive
739,2020-12-28,582,inactive
740,2020-12-28,453,inactive
741,2020-12-28,811,inactive
742,2020-12-28,566,active
743,2020-12-28,419,inactive
744,2020-12-28,428,active
745,2020-12-28,542,inactive
746,2020-12-28,992,inactive
747,2020-12-28,388,active
748,2020-12-28,196,active
749,2020-12-28,885,inactive
750,2020-12-28,483,active
751,2020-12-28,847,active
752,2020-12-28,627,inactive
753,2020-12-28,607,active
754,2020-12-28,184,inactive
755,2020-12-28,509,active
756,2020-12-28,771,active
757,2020-12-28,656,inactive
758,2020-12-28,692,active
759,2020-12-28,852,inactive
760,2020-12-28,320,active
761,2020-12-28,218,inactive
762,2020-12-28,124,active
763,2020-12-28,901,active
764,2020-12-28,317,active
765,2020-12-28,515,inactive
766,2020-12-28,450,inactive
767,2020-12-28,652,active
768,2020-12-28,406,active
769,2020-12-28,628,active
770,2020-12-28,391,inactive
771,2020-12-28,1039,inactive
772,2020-12-28,283,inactive
773,2020-12-28,692,active
774,2020-12-28,1018,inactive
775,2020-12-28,500,active
776,2020-12-28,255,inactive
777,2020-12-28,580,active
778,2020-12-28,433,active
779,2020-12-28,806,active
780,2020-12-28,504,active
781,2020-12-28,663,inactive
782,2020-12-28,574,inactive
783,2020-12-28,257,active
784,2020-12-28,267,active
785,2020-12-28,631,inactive
786,2020-12-28,330,inactive
787,2020-12-28,580,active
788,2020-12-28,686,active
789,2020-12-28,834,inactive
790,2020-12-28,208,inactive
791,2020-12-28,964,active
792,2020-12-28,380,active
793,2020-12-28,277,inactive
794,2020-12-28,157,inactive
795,2020-12-28,98,inactive
796,2020-12-28,724,inactive
797,2020-12-28,262,active
798,2020-12-28,273,inactive
799,2020-12-28,124,inactive
800,2020-12-28,129,active
801,2020-12-28,857,inactive
802,2020-12-28,233,active
803,2020-12-28,668,inactive
804,2020-12-28,585,inactive
805,2020-12-28,471,inactive
806,2020-12-28,385,inactive
807,2020-12-28,185,active
808,2020-12-28,950,active
809,2020-12-28,756,active
810,2020-12-28,948,inactive
811,2020-12-28,931,inactive
812,2020-12-28,397,active
813,2020-12-28,225,inactive
814,2020-12-28,650,inactive
815,2020-12-28,955,inactive
816,2020-12-28,516,active
817,2020-12-28,672,inactive
818,2020-12-28,597,inactive
819,2020-12-28,667,inactive
820,2020-12-28,564,active
821,2020-12-28,573,inactive
822,2020-12-28,983,inactive
823,2020-12-28,537,inactive
824,2020-12-28,604,active
825,2020-12-28,497,active
826,2020-12-28,115,active
827,2020-12-28,976,active
828,2020-12-28,665,active
829,2020-12-28,626,inactive
830,2020-12-28,509,inactive
831,2020-12-28,223,inactive
832,2020-12-28,157,active
833,2020-12-28,451,inactive
834,2020-12-28,960,active
835,2020-12-28,754,active
836,2020-12-28,138,active
837,2020-12-28,524,inactive
838,2020-12-28,577,inactive
839,2020-12-28,1005,active
840,2020-12-28,267,active
841,2020-12-28,430,inactive
842,2020-12-28,378,active
843,2020-12-28,840,inactive
844,2020-12-28,462,active
845,2020-12-28,666,inactive
846,2020-12-28,957,inactive
847,2020-12-28,710,inactive
848,2020-12-28,858,inactive
849,2020-12-28,370,inactive
850,2020-12-28,139,active
851,2020-12-28,836,inactive
852,2020-12-28,517,active
853,2020-12-28,313,inactive
854,2020-12-28,720,active
855,2020-12-28,783,active
856,2020-12-28,707,active
857,2020-12-28,540,active
858,2020-12-28,456,inactive
859,2020-12-28,354,inactive
860,2020-12-28,801,active
861,2020-12-28,375,active
862,2020-12-28,646,inactive
863,2020-12-28,693,inactive
864,2020-12-28,877,inactive
865,2020-12-28,368,inactive
866,2020-12-28,774,inactive
867,2020-12-28,857,inactive
868,2020-12-28,430,inactive
869,2020-12-28,801,inactive
870,2020-12-28,498,active
871,2020-12-28,185,inactive
872,2020-12-28,153,inactive
873,2020-12-28,122,active
874,2020-12-28,606,inactive
875,2020-12-28,261,active
876,2020-12-28,202,inactive
877,2020-12-28,440,active
878,2020-12-28,125,inactive
879,2020-12-28,297,active
880,2020-12-28,268,active
881,2020-12-28,181,inactive
882,2020-12-28,820,active
883,2020-12-28,185,active
884,2020-12-28,168,active
885,2020-12-28,725,active
886,2020-12-28,630,active
887,2020-12-28,553,active
888,2020-12-28,260,active
889,2020-12-28,503,active
890,2020-12-28,493,active
891,2020-12-28,173,inactive
892,2020-12-28,576,active
893,2020-12-28,155,inactive
894,2020-12-28,831,inactive
895,2020-12-28,830,active
896,2020-12-28,330,active
897,2020-12-28,677,active
898,2020-12-28,108,inactive
899,2020-12-28,720,active
900,2020-12-28,925,active
901,2020-12-28,651,inactive
902,2020-12-28,895,inactive
903,2020-12-28,626,active
904,2020-12-28,486,active
905,2020-12-28,607,active
906,2020-12-28,317,active
907,2020-12-28,442,inactive
908,2020-12-28,250,inactive
909,2020-12-28,452,active
910,2020-12-28,713,inactive
911,2020-12-28,845,active
912,2020-12-28,843,inactive
913,2020-12-28,191,active
914,2020-12-28,233,inactive
915,2020-12-28,441,active
916,2020-12-28,101,inactive
917,2020-12-28,634,inactive
918,2020-12-28,506,active
919,2020-12-28,661,inactive
920,2020-12-28,440,active
921,2020-12-28,722,inactive
922,2020-12-28,274,inactive
923,2020-12-28,825,active
924,2020-12-28,471,inactive
925,2020-12-28,595,inactive
926,2020-12-28,734,active
927,2020-12-28,754,active
928,2020-12-28,218,inactive
929,2020-12-28,723,active
930,2020-12-28,241,active
931,2020-12-28,274,active
932,2020-12-28,347,active
933,2020-12-28,437,active
934,2020-12-28,670,inactive
935,2020-12-28,615,active
936,2020-12-28,932,active
937,2020-12-28,525,inactive
938,2020-12-28,850,active
939,2020-12-28,269,active
940,2020-12-28,790,inactive
941,2020-12-28,535,inactive
942,2020-12-28,171,active
943,2020-12-28,441,active
944,2020-12-28,616,inactive
945,2020-12-28,558,inactive
946,2020-12-28,169,active
947,2020-12-28,780,active
948,2020-12-28,297,active
949,2020-12-28,755,active
950,2020-12-28,509,inactive
951,2020-12-28,222,active
952,2020-12-28,399,inactive
953,2020-12-28,764,active
954,2020-12-28,383,active
955,2020-12-28,844,inactive
956,2020-12-28,461,active
957,2020-12-28,711,active
958,2020-12-28,853,inactive
959,2020-12-28,797,active
960,2020-12-28,881,active
961,2020-12-28,194,inactive
962,2020-12-28,491,inactive
963,2020-12-28,758,active
964,2020-12-28,592,active
965,2020-12-28,1021,active
966,2020-12-28,939,inactive
967,2020-12-28,890,inactive
968,2020-12-28,563,inactive
969,2020-12-28,718,inactive
970,2020-12-28,1007,active
971,2020-12-28,245,inactive
972,2020-12-28,937,inactive
973,2020-12-28,821,inactive
974,2020-12-28,114,inactive
975,2020-12-28,414,active
976,2020-12-28,409,inactive
977,2020-12-28,852,active
978,2020-12-28,602,active
979,2020-12-28,811,inactive
980,2020-12-28,429,active
981,2020-12-28,684,inactive
982,2020-12-28,627,inactive
983,2020-12-28,440,active
984,2020-12-28,471,inactive
985,2020-12-28,388,inactive
986,2020-12-28,905,inactive
987,2020-12-28,583,active
988,2020-12-28,390,active
989,2020-12-28,271,active
990,2020-12-28,322,active
991,2020-12-28,324,inactive
992,2020-12-28,117,inactive
993,2020-12-28,555,inactive
994,2020-12-28,768,inactive
995,2020-12-28,570,inactive
996,2020-12-28,630,active
997,2020-12-28,705,inactive
998,2020-12-28,762,inactive
999,2020-12-28,445,inactive
1000,2020-12-28,626,inactive
1001,2020-12-28,746,inactive
1002,2020-12-28,937,active
1003,2020-12-28,171,inactive
1004,2020-12-28,659,active
1005,2020-12-28,239,active
1006,2020-12-28,346,inactive
1007,2020-12-28,470,inactive
1008,2020-12-28,1031,inactive
1009,2020-12-28,716,inactive
1010,2020-12-28,214,inactive
1011,2020-12-28,472,inactive
1012,2020-12-28,654,inactive
1013,2020-12-28,589,active
1014,2020-12-28,961,inactive
1015,2020-12-28,845,inactive
1016,2020-12-28,669,inactive
1017,2020-12-28,699,active
1018,2020-12-28,389,active
1019,2020-12-28,505,inactive
1020,2020-12-28,859,inactive
1021,2020-12-28,869,inactive
1022,2020-12-28,634,inactive
1023,2020-12-28,757,inactive
1024,2020-12-28,688,inactive
1025,2020-12-28,535,active
1026,2020-12-28,314,active
1027,2020-12-28,852,inactive
1028,2020-12-28,156,active
1029,2020-12-28,176,active
1030,2020-12-28,881,active
1031,2020-12-28,685,inactive
1032,2020-12-28,594,active
1033,2020-12-28,827,inactive
1034,2020-12-28,247,active
1035,2020-12-28,506,inactive
1036,2020-12-28,783,inactive
1037,2020-12-28,276,inactive
1038,2020-12-28,804,active
1039,2020-12-28,602,inactive
1040,2020-12-28,753,inactive
1041,2020-12-28,942,active
1042,2020-12-28,473,inactive
1043,2020-12-28,823,inactive
1044,2020-12-28,866,inactive
1045,2020-12-28,456,inactive
1046,2020-12-28,877,active
1047,2020-12-28,617,inactive
1048,2020-12-28,1004,inactive
1049,2020-12-28,281,inactive
1050,2020-12-28,810,active
1051,2020-12-28,858,active
1052,2020-12-28,640,inactive
1053,2020-12-28,214,inactive
1054,2020-12-28,421,inactive
1055,2020-12-28,1011,active
1056,2020-12-28,192,active
1057,2020-12-28,759,inactive
1058,2020-12-28,575,active
1059,2020-12-28,674,inactive
1060,2020-12-28,317,active
1061,2020-12-28,649,inactive
1062,2020-12-28,930,inactive
1063,2020-12-28,147,inactive
1064,2020-12-28,966,inactive
1065,2020-12-28,133,active
1066,2020-12-28,127,inactive
1067,2020-12-28,568,inactive
1068,2020-12-28,800,inactive
1069,2020-12-28,359,inactive
1070,2020-12-28,321,active
1071,2020-12-28,137,inactive
1072,2020-12-28,214,inactive
1073,2020-12-28,227,inactive
1074,2020-12-28,727,active
1075,2020-12-28,976,active
1076,2020-12-28,769,active
1077,2020-12-28,242,inactive
1078,2020-12-28,1001,active
1079,2020-12-28,496,inactive
1080,2020-12-28,451,active
1081,2020-12-28,541,inactive
1082,2020-12-28,130,active
1083,2020-12-28,811,active
1084,2020-12-28,797,active
1085,2020-12-28,248,inactive
1086,2020-12-28,792,inactive
1087,2020-12-28,496,inactive
1088,2020-12-28,764,inactive
1089,2020-12-28,407,active
1090,2020-12-28,578,active
1091,2020-12-28,628,inactive
1092,2020-12-28,784,active
1093,2020-12-28,954,active
1094,2020-12-28,750,active
1095,2020-12-28,687,active
1096,2020-12-28,362,inactive
1097,2020-12-28,430,inactive
1098,2020-12-28,950,active
1099,2020-12-28,864,inactive
1100,2020-12-28,758,active
1101,2020-12-28,592,active
1102,2020-12-28,862,inactive
1103,2020-12-28,447,active
1104,2020-12-28,897,inactive
1105,2020-12-28,874,active
1106,2020-12-28,724,inactive
1107,2020-12-28,548,active
1108,2020-12-28,600,active
1109,2020-12-28,646,active
1110,2020-12-28,942,inactive
1111,2020-12-28,631,inactive
1112,2020-12-28,406,active
1113,2020-12-28,986,active
1114,2020-12-28,215,inactive
1115,2020-12-28,506,inactive
1116,2020-12-28,383,active
1117,2020-12-28,395,active
1118,2020-12-28,827,active
1119,2020-12-28,730,active
1120,2020-12-28,402,active
1121,2020-12-28,994,inactive
1122,2020-12-28,145,inactive
1123,2020-12-28,779,inactive
1124,2020-12-28,238,inactive
1125,2020-12-28,421,inactive
1126,2020-12-28,128,active
1127,2020-12-28,511,inactive
1128,2020-12-28,962,inactive
1129,2020-12-28,658,active
1130,2020-12-28,317,inactive
1131,2020-12-28,646,active
1132,2020-12-28,369,inactive
1133,2020-12-28,305,active
1134,2020-12-28,499,inactive
1135,2020-12-28,451,active
1136,2020-12-28,957,active
1137,2020-12-28,153,inactive
1138,2020-12-28,719,inactive
1139,2020-12-28,424,inactive
1140,2020-12-28,483,inactive
1141,2020-12-28,559,inactive
1142,2020-12-28,612,active
1143,2020-12-28,722,active
1144,2020-12-28,667,inactive
1145,2020-12-28,351,active
1146,2020-12-28,466,inactive
1147,2020-12-28,862,inactive
1148,2020-12-28,474,inactive
1149,2020-12-28,689,active
1150,2020-12-28,431,inactive
1151,2020-12-28,527,active
1152,2020-12-28,615,inactive
1153,2020-12-28,948,inactive
1154,2020-12-28,574,active
1155,2020-12-28,136,active
1156,2020-12-28,437,inactive
1157,2020-12-28,928,inactive
1158,2020-12-28,738,active
1159,2020-12-28,837,inactive
1160,2020-12-28,580,active
1161,2020-12-28,816,active
1162,2020-12-28,138,active
1163,2020-12-28,961,active
1164,2020-12-28,270,inactive
1165,2020-12-28,542,inactive
1166,2020-12-28,499,active
1167,2020-12-28,772,inactive
1168,2020-12-28,429,active
1169,2020-12-28,877,active
1170,2020-12-28,216,inactive
1171,2020-12-28,599,inactive
1172,2020-12-28,625,inactive
1173,2020-12-28,746,inactive
1174,2020-12-28,392,active
1175,2020-12-28,615,inactive
1176,2020-12-28,816,active
1177,2020-12-28,727,active
1178,2020-12-28,581,inactive
1179,2020-12-28,665,active
1180,2020-12-28,386,inactive
1181,2020-12-28,836,active
1182,2020-12-28,130,active
1183,2020-12-28,1015,inactive
1184,2020-12-28,667,inactive
1185,2020-12-28,987,active
1186,2020-12-28,850,active
1187,2020-12-28,203,inactive
1188,2020-12-28,174,inactive
1189,2020-12-28,416,active
1190,2020-12-28,556,active
1191,2020-12-28,622,inactive
1192,2020-12-28,333,inactive
1193,2020-12-28,530,inactive
1194,2020-12-28,927,active
1195,2020-12-28,684,active
1196,2020-12-28,517,inactive
1197,2020-12-28,430,inactive
1198,2020-12-28,981,active
1199,2020-12-28,471,active
1200,2020-12-28,422,active
1201,2020-12-28,634,active
1202,2020-12-28,522,active
1203,2020-12-28,277,inactive
1204,2020-12-28,594,inactive
1205,2020-12-28,830,active
1206,2020-12-28,105,inactive
1207,2020-12-28,710,active
1208,2020-12-28,398,inactive
1209,2020-12-28,667,inactive
1210,2020-12-28,526,active
1211,2020-12-28,673,inactive
1212,2020-12-28,475,inactive
1213,2020-12-28,625,active
1214,2020-12-28,316,active
1215,2020-12-28,196,inactive
1216,2020-12-28,659,inactive
1217,2020-12-28,280,inactive
1218,2020-12-28,613,active
1219,2020-12-28,574,inactive
1220,2020-12-28,620,active
1221,2020-12-28,511,active
1222,2020-12-28,619,inactive
1223,2020-12-28,572,inactive
1224,2020-12-28,684,active
1225,2020-12-28,343,active
1226,2020-12-28,827,active
1227,2020-12-28,526,inactive
1228,2020-12-28,122,active
1229,2020-12-28,707,active
1230,2020-12-28,280,active
1231,2020-12-28,680,inactive
1232,2020-12-28,184,active
1233,2020-12-28,333,inactive
1234,2020-12-28,119,active
1235,2020-12-28,646,inactive
1236,2020-12-28,154,active
1237,2020-12-28,554,inactive
1238,2020-12-28,852,active
1239,2020-12-28,497,inactive
1240,2020-12-28,605,inactive
1241,2020-12-28,159,inactive
1242,2020-12-28,556,active
1243,2020-12-28,801,inactive
1244,2020-12-28,352,inactive
1245,2020-12-28,725,active
1246,2020-12-28,642,inactive
1247,2020-12-28,350,inactive
1248,2020-12-28,691,active
1249,2020-12-28,470,inactive
1250,2020-12-28,887,inactive
1251,2020-12-28,150,active
1252,2020-12-28,243,active
1253,2020-12-28,215,active
1254,2020-12-28,875,inactive
1255,2020-12-28,448,inactive
1256,2020-12-28,469,inactive
1257,2020-12-28,601,inactive
1258,2020-12-28,731,inactive
1259,2020-12-28,914,active
1260,2020-12-28,548,active
1261,2020-12-28,785,active
1262,2020-12-28,296,active
1263,2020-12-28,407,active
1264,2020-12-28,140,inactive
1265,2020-12-28,626,active
1266,2020-12-28,321,inactive
1267,2020-12-28,646,active
1268,2020-12-28,624,active
1269,2020-12-28,546,active
1270,2020-12-28,139,inactive
1271,2020-12-28,942,inactive
1272,2020-12-28,252,inactive
1273,2020-12-28,110,active
1274,2020-12-28,165,inactive
1275,2020-12-28,197,active
1276,2020-12-28,207,inactive
1277,2020-12-28,894,active
1278,2020-12-28,216,active
1279,2020-12-28,453,active
1280,2020-12-28,391,inactive
1281,2020-12-28,123,active
1282,2020-12-28,244,active
1283,2020-12-28,431,active
1284,2020-12-28,302,active
1285,2020-12-28,889,active
1286,2020-12-28,592,inactive
1287,2020-12-28,623,active
1288,2020-12-28,552,active
1289,2020-12-28,440,active
1290,2020-12-28,139,active
1291,2020-12-28,369,inactive
1292,2020-12-28,857,inactive
1293,2020-12-28,609,active
1294,2020-12-28,796,active
1295,2020-12-28,988,active
1296,2020-12-28,717,inactive
1297,2020-12-28,428,inactive
1298,2020-12-28,123,active
1299,2020-12-28,616,inactive
1300,2020-12-28,109,active
1301,2020-12-28,220,active
1302,2020-12-28,703,active
1303,2020-12-28,523,active
1304,2020-12-28,622,inactive
1305,2020-12-28,627,inactive
1306,2020-12-28,793,inactive
1307,2020-12-28,527,active
1308,2020-12-28,369,active
1309,2020-12-28,974,inactive
1310,2020-12-28,736,inactive
1311,2020-12-28,902,active
1312,2020-12-28,623,active
1313,2020-12-28,203,active
1314,2020-12-28,293,inactive
1315,2020-12-28,397,active
1316,2020-12-28,384,active
1317,2020-12-28,145,active
1318,2020-12-28,818,inactive
1319,2020-12-28,273,active
1320,2020-12-28,664,inactive
1321,2020-12-28,440,active
1322,2020-12-28,441,inactive
1323,2020-12-28,459,inactive
1324,2020-12-28,371,inactive
1325,2020-12-28,272,inactive
1326,2020-12-28,863,inactive
1327,2020-12-28,663,active
1328,2020-12-28,409,inactive
1329,2020-12-28,464,inactive
1330,2020-12-28,104,inactive
1331,2020-12-28,241,inactive
1332,2020-12-28,906,active
1333,2020-12-28,321,active
1334,2020-12-28,405,active
1335,2020-12-28,469,inactive
1336,2020-12-28,672,active
1337,2020-12-28,941,inactive
1338,2020-12-28,719,active
1339,2020-12-28,937,inactive
1340,2020-12-28,527,inactive
1341,2020-12-28,296,inactive
1342,2020-12-28,236,active
1343,2020-12-28,560,active
1344,2020-12-28,252,active
1345,2020-12-28,927,active
1346,2020-12-28,953,active
1347,2020-12-28,976,inactive
1348,2020-12-28,298,inactive
1349,2020-12-28,403,active
1350,2020-12-28,821,active
1351,2020-12-28,272,active
1352,2020-12-28,443,inactive
1353,2020-12-28,398,inactive
1354,2020-12-28,589,active
1355,2020-12-28,903,inactive
1356,2020-12-28,125,inactive
1357,2020-12-28,135,inactive
1358,2020-12-28,965,inactive
1359,2020-12-28,911,active
1360,2020-12-28,1008,active
1361,2020-12-28,133,active
1362,2020-12-28,767,active
1363,2020-12-28,592,active
1364,2020-12-28,280,inactive
1365,2020-12-28,587,inactive
1366,2020-12-28,121,inactive
1367,2020-12-28,770,inactive
1368,2020-12-28,546,active
1369,2020-12-28,112,active
1370,2020-12-28,152,active
1371,2020-12-28,658,inactive
1372,2020-12-28,731,active
1373,2020-12-28,384,active
1374,2020-12-28,214,active
1375,2020-12-28,115,active
1376,2020-12-28,524,active
1377,2020-12-28,425,active
1378,2020-12-28,313,inactive
1379,2020-12-28,397,active
1380,2020-12-28,895,active
1381,2020-12-28,699,active
1382,2020-12-28,896,active
1383,2020-12-28,779,active
1384,2020-12-28,136,active
1385,2020-12-28,705,inactive
1386,2020-12-28,726,inactive
1387,2020-12-28,224,active
1388,2020-12-28,754,active
1389,2020-12-28,467,active
